2023-06-25 08:25:32.989297, COBIT, 11
2023-06-25 08:25:32.989297, AZURE, 46
2023-06-25 08:25:32.989297, MCSE, 3
2023-06-25 08:25:32.989297, AWS, 43
2023-06-25 08:25:32.989297, COMPTIA, 1
2023-06-25 08:25:32.989297, UniFi, 1
2023-06-25 08:25:32.989297, CISSP, 4
2023-06-25 08:25:32.989297, GCP, 7
2023-06-25 08:25:32.989297, OCI, 3
2023-06-25 08:25:32.989297, PMP, 8
2023-06-25 08:25:32.989297, VMware, 12
2023-06-25 08:26:04.152537, python, 79
2023-06-25 08:26:04.152537, Linguagem C++, 15
2023-06-25 08:26:04.152537, Linguagem C#, 15
2023-06-25 08:26:04.152537, JavaScript, 34
2023-06-25 08:26:04.152537, TypeScript, 9
2023-06-25 08:26:04.152537, PHP, 13
2023-06-25 08:26:04.152537, Swift, 1
2023-06-25 08:26:04.152537, Kotlin, 3
2023-06-25 08:26:04.152537, Java, 50
2023-06-25 08:26:04.152537, Linguagem Go, 5
2023-06-25 08:26:04.152537, Ruby, 3
2023-06-25 08:26:04.152537, shellscript, 1
2023-06-25 08:26:04.152537, linguagem R, 13
2023-06-29 06:33:55.095564, PCNSA, 1
2023-06-29 06:33:55.095564, CCNA, 4
2023-06-29 06:33:55.095564, JNCIA, 1
2023-06-29 06:33:55.095564, NSE, 1
2023-06-29 06:33:55.095564, ITIL, 39
2023-06-29 06:33:55.095564, COBIT, 13
2023-06-29 06:33:55.095564, AZURE, 47
2023-06-29 06:33:55.095564, MCSE, 5
2023-06-29 06:33:55.095564, AWS, 47
2023-06-29 06:33:55.095564, COMPTIA, 1
2023-06-29 06:33:55.095564, UniFi, 1
2023-06-29 06:33:55.095564, CISSP, 4
2023-06-29 06:33:55.095564, GCP, 9
2023-06-29 06:33:55.095564, OCI, 2
2023-06-29 06:33:55.095564, PMP, 9
2023-06-29 06:33:55.095564, VMware, 14
